text,label
"For the past few weeks, I have had nasal congestion. I have sinusitis and I often experience head pressure. I have migraine and I often experience severe headache. I am allergic to seafood.",allergy
I am suffering from frequent urination. I have diabetes and I often experience fatigue. I have hypertension and I often experience chest discomfort. I have asthma and I often experience wheezing. I am allergic to gluten. I am currently taking paracetamol.,allergy
I am suffering from blurred vision. I have diabetes and I often experience frequent urination. I have thyroid disorder and I often experience weight changes. I am currently taking inhaler.,medication
I am suffering from nasal congestion. I have sinusitis and I often experience head pressure. I am allergic to peanuts.,allergy
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience blurred vision.",condition
I have been experiencing fatigue. I have thyroid disorder and I often experience mood swings. I am allergic to seafood.,allergy
"Recently, I noticed facial pain. I have sinusitis and I often experience head pressure. I have heart disease and I often experience fatigue. I am allergic to pollen. I am currently taking aspirin.",allergy
I have been experiencing weight changes. I have thyroid disorder and I often experience mood swings. I have arthritis and I often experience joint stiffness.,condition
"Recently, I noticed facial pain. I have sinusitis and I often experience nasal congestion. I have hypertension and I often experience dizziness. I have diabetes and I often experience fatigue. I am allergic to pollen. I am currently taking metformin.",allergy
I have been experiencing chest tightness. I have asthma and I often experience shortness of breath. I have heart disease and I often experience fatigue.,condition
I have been experiencing mood swings. I have thyroid disorder and I often experience fatigue. I have heart disease and I often experience chest pain. I have sinusitis and I often experience head pressure. I am allergic to milk.,allergy
I have been experiencing weight changes. I have thyroid disorder and I often experience mood swings. I am currently taking inhaler.,medication
"For the past few weeks, I have had blurred vision. I have diabetes and I often experience fatigue. I have hypertension and I often experience chest discomfort. I am allergic to gluten. I am currently taking aspirin.",allergy
I have been experiencing severe headache. I have migraine and I often experience severe headache.,condition
"For the past few weeks, I have had fatigue. I have thyroid disorder and I often experience fatigue. I am allergic to pollen.",allergy
"Recently, I noticed severe headache. I have migraine and I often experience severe headache. I have diabetes and I often experience blurred vision. I am allergic to dust.",allergy
I am suffering from severe headache. I have migraine and I often experience nausea. I am currently taking ibuprofen.,medication
"Recently, I noticed mood swings. I have thyroid disorder and I often experience fatigue. I have heart disease and I often experience fatigue. I have asthma and I often experience shortness of breath. I am allergic to pollen.",allergy
